Q2,Q3,Q7,Q8,Q11,Q12,Q13,Q13_B,Q13_C,Q13_D,Q13_E,Q13_F,Q14,Q15,Q15_B,Q15_C,Q15_D,Q16,Q17,Q17_B,Q18,Q19,Q19_B,Q19_C,Q19_D,Q19_E,Q19_F,Q19_G,Q19_H,Q20,Q20_B,Q21,Q22,Q22_B,Q23,Q24,Q24_B,Q24_C,Q24_D,Q24_E,Q24_F,Q24_G,Q24_H,Q24_I,Q24_J,Q24_K,Q24_L,Q25
Women,35 or under,Masters or lower,Academic,< 2 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",NA,NA,NA,NA,Primarily as part of a job or educational course;,Agree,No opinion,Disagree,Strongly disagree,Yes,Wide range of packages,NA,No,NA,NA,The R StackOverflow queues,NA,NA,The Bioconductor support site,NA,Many helpful blogs and package vignettes,Blog,NA,No,NA,NA,Other (please specify),New R user group near me (specify location in comments box),New R user group near me aimed at my demographic (specify relevant group in comments box),NA,NA,NA,R workshop aimed at my demographic (specify relevant group in comments box),NA,NA,NA,NA,NA,NA,449
Women,> 35,Doctorate/Professional,Non-academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Yes,Widely used in my field,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,The Bioconductor support site,NA,NA,Blog,NA,No,NA,NA,I am too busy,New R user group near me (specify location in comments box),NA,NA,NA,R workshop at conference in my domain (specify domain/conference in comments box),NA,NA,NA,NA,NA,NA,Special facilities at R conferences (give further detail in comments box),229
Men,35 or under,Masters or lower,Non-academic,2-5 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Agree,Agree,Disagree,Disagree,Yes,Interactive/functional programming style,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Twitter,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391
Men,> 35,Masters or lower,Non-academic,< 2 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,For both recreational and job/educational purposes.,Agree,Agree,Disagree,Disagree,Yes,Open source,NA,No,NA,NA,The R StackOverflow queues,NA,The rOpenSci mailing lists or chat forums,NA,NA,github,Mailing list,NA,No,NA,NA,I feel too inexperienced,NA,NA,NA,NA,NA,NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,NA,NA,NA,672
Men,> 35,Masters or lower,Non-academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Agree,Disagree,Strongly disagree,No opinion,Yes,Good for reproducible research,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,RSS feed,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348
Men,NA,Doctorate/Professional,Academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Agree,Agree,Strongly disagree,Disagree,Yes,Interactive/functional programming style,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Website,NA,No,NA,NA,It is not relevant (the topics are not interesting to me),New R user group near me (specify location in comments box),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,857
Men,> 35,Doctorate/Professional,Non-academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",Primarily as part of a job or educational course;,Strongly agree,Agree,Strongly disagree,Strongly disagree,Yes,Good for statistical analysis,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,RSS feed,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740
Men,NA,Masters or lower,Non-academic,< 2 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,For both recreational and job/educational purposes.,Agree,Strongly agree,Disagree,Disagree,Yes,Good for creating web apps,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Facebook,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,R workshop at conference in my domain (specify domain/conference in comments box),NA,NA,NA,NA,NA,NA,NA,222
Men,> 35,Masters or lower,Non-academic,5-10 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,NA,For both recreational and job/educational purposes.,Agree,Agree,No opinion,Agree,Yes,Good for statistical analysis,NA,Yes,The R mailing lists,NA,NA,NA,NA,NA,NA,NA,Other (please specify),Rbloggers,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376
Women,NA,Masters or lower,Academic,< 2 years,Yes,NA,NA,NA,NA,NA,NA,NA,No opinion,No opinion,No opinion,No opinion,No,Open source,NA,Yes,The R mailing lists,NA,NA,NA,NA,NA,NA,NA,Other (please specify),All of the above except Facebook.,No,A general user group,NA,I feel too inexperienced,NA,NA,Free local introductory R workshops,Paid local advanced R workshops,R workshop at conference in my domain (specify domain/conference in comments box),NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,Online forum to discuss R-related issues,NA,NA,939
Men,NA,Masters or lower,Academic,2-5 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Strongly agree,Agree,Disagree,No opinion,Yes,Good for automating repetitive tasks,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Podcast,NA,No,NA,NA,There is no group nearby/the group is inactive,New R user group near me (specify location in comments box),NA,NA,NA,R workshop at conference in my domain (specify domain/conference in comments box),NA,NA,NA,NA,NA,NA,NA,868
Women,35 or under,Masters or lower,Academic,5-10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,NA,Primarily as part of a job or educational course;,Strongly agree,Agree,Disagree,Strongly disagree,Yes,Active developer community,NA,Yes,The R mailing lists,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,The Bioconductor support site,NA,colleagues who are also R programmers,Mailing list,NA,No,NA,NA,Other (please specify),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750
Women,> 35,Masters or lower,Non-academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Strongly agree,Agree,No opinion,No opinion,Yes,Good for statistical analysis,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Blog,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Online forum to discuss R-related issues,NA,NA,544
Women,> 35,Masters or lower,Academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,For both recreational and job/educational purposes.,Agree,Agree,Disagree,Agree,Yes,Good for statistical analysis,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Mailing list,NA,No,NA,NA,There is no group nearby/the group is inactive,NA,New R user group near me aimed at my demographic (specify relevant group in comments box),NA,NA,NA,NA,NA,NA,NA,NA,Online support group for my demographic (specify relevant group in comments box),NA,312
Women,35 or under,Masters or lower,Academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Strongly agree,Disagree,Disagree,Disagree,Yes,Widely used in my field,NA,Yes,The R mailing lists,NA,NA,NA,NA,The Bioconductor support site,NA,NA,Mailing list,NA,No,NA,NA,There is no group nearby/the group is inactive,NA,NA,NA,NA,NA,NA,NA,NA,NA,Online forum to discuss R-related issues,NA,NA,854
Women,35 or under,Doctorate/Professional,Academic,< 2 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,For both recreational and job/educational purposes.,Strongly agree,Agree,Strongly disagree,Agree,Yes,Good for working with biological data structures,NA,Yes,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,The Bioconductor support site,NA,NA,Twitter,NA,Yes,A general user group,NA,NA,NA,NA,NA,Paid local advanced R workshops,R workshop at conference in my domain (specify domain/conference in comments box),NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,Online forum to discuss R-related issues,NA,NA,454
Men,35 or under,Masters or lower,Non-academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,For both recreational and job/educational purposes.,Agree,Disagree,Disagree,Disagree,Yes,Good for statistical analysis,NA,No,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Website,NA,Yes,A general user group,NA,NA,New R user group near me (specify location in comments box),NA,NA,Paid local advanced R workshops,NA,NA,NA,NA,NA,NA,NA,NA,352
Women,35 or under,Masters or lower,Non-academic,2-5 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,NA,Primarily as part of a job or educational course;,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Yes,Good for statistical analysis,NA,Yes,The R mailing lists,NA,NA,NA,NA,NA,NA,NA,Facebook,NA,No,NA,NA,There is no group nearby/the group is inactive,New R user group near me (specify location in comments box),NA,NA,NA,R workshop at conference in my domain (specify domain/conference in comments box),NA,NA,NA,NA,NA,NA,NA,979
Women,35 or under,Masters or lower,Non-academic,< 2 years,Yes,I use functions from existing R packages to analyze data,NA,NA,NA,NA,NA,Primarily as part of a job or educational course;,Strongly agree,No opinion,Disagree,Strongly disagree,Yes,Good for statistical analysis,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,R-Bloggers,Facebook,NA,No,NA,NA,There is no group nearby/the group is inactive,New R user group near me (specify location in comments box),NA,Free local introductory R workshops,Paid local advanced R workshops,NA,NA,NA,NA,NA,NA,Online support group for my demographic (specify relevant group in comments box),NA,25
