"","fare_amount","tip_amount"
"4476779",6.5,0
"7284406",26.5,0
"4031369",41.5,0
"5320006",8.5,1.4
"5422069",33.5,8.21
"366230",5,0
"3729096",35.5,8.61
"6228515",17.5,3.65
"7763107",5.5,0
"6112729",15.5,0
"1203005",9.5,2.05
"4190998",5,3
"6181465",9,0
"8089390",16.5,3.56
"496373",6.5,1.1
"8253210",8,0
"4019156",54.5,13.82
"4219651",6,1
"6193740",11.5,2.56
"2617743",10.5,2.26
"4649487",15,1.2
"6758118",10.5,2.35
"1711584",10.5,2.45
"6202470",4.5,1
"4946155",12,0
"1185352",7,0
"4108730",6.5,1.95
"2691402",8,1.86
"7063583",9.5,1.2
"8015238",24.5,5.05
"3333810",11,2.36
"1263121",52,0
"3585093",11,0
"1071544",26,2
"1823711",22.5,4.66
"5229184",8,1.85
"2280273",3.5,0
"3960988",43,14.87
"1424193",6.5,0
"8318844",35.5,7.46
"8090856",8,1
"706108",6,0
"6369903",7,0
"5446763",8.5,2
"1041182",6,0
"1082309",12.5,0
"3659308",7.5,2.08
"4896636",13.5,2.86
"8148566",11,0
"8227615",10,2
"8126773",17,3.65
"1283621",6.5,1
"6222347",6,0
"779779",27,2
"1239145",4,1.2
"7026128",5,1.45
"3155456",5.5,0
"2920494",11,2.35
"8284967",10,1
"1918058",10,3.24
"8382682",17,0
"628208",11.5,1.5
"7464990",8,1.96
"714241",15,2
"652946",6,2
"7042764",5,0
"368592",14,3.05
"3814069",18,3.85
"5077244",13.5,0
"4786909",7.5,0
"19207",7,0
"401699",5.5,0
"1062411",16.5,2.74
"5227012",19.5,0
"111045",9,1.96
"3099553",9.5,2.15
"7514011",4,1.32
"4927342",52,11.71
"4950789",6.5,1.56
"2976362",7,0.83
"936112",9,0
"8276834",17,0
"846092",17,0
"5626899",5.5,0
"5228460",12.5,2
"72902",9,0
"1845991",12,1.5
"8698727",18.5,1
"2694650",3,0
"3195904",5,0
"8418693",23.5,3
"8256116",6.5,0
"1262933",6.5,0
"7471013",6.5,0
"6462592",3.5,0
"3998524",15,0
"7858060",8.5,1.96
"6771472",6.5,1.56
"8700689",7.5,1.76
"8449162",6,1.46
"598184",9,0.5
"2185454",11.5,3.69
"8035062",7.5,0
"546930",18,3.75
"5399041",12,3.84
"3403848",14,3.15
"3502454",21,5.55
"7165022",15.5,0
"2555827",17,3
"3775280",11,2.56
"7843289",9,2.05
"1207459",11,2.36
"2644080",12.5,2.66
"3842927",21,0
"5485520",4,0
"468016",7.5,0
"7020556",52,11.71
"8192673",5.5,1.58
"2977232",6.5,2.34
"8653775",18.5,1
"4503373",38,3.88
"5185382",46.5,0
"6528115",6,0
"3288067",19.5,5
"7126848",9,1.8
"2947220",10.5,2.35
"1656396",15.5,3.46
"1536677",5.5,0
"1023664",9,0
"3985774",22.5,0
"7089728",7,0
"121089",5.5,1.58
"884114",29.5,7.7
"3675929",14,0
"5218281",6,1.5
"5850012",6,1.46
"6441634",4.5,0
"5683886",4.5,1.06
"505841",4.5,1.05
"627203",5,1.25
"456891",11,2.95
"7739719",5.5,0
"3622542",9,0
"2114465",10,1
"4015437",13,2.75
"5559719",3.5,1.2
"7768737",6,1
"2671101",5,3
"3457826",6,1.56
"1938882",14.5,3.06
"5329763",6.5,0
"2055320",15,3.25
"1838685",7,0
"2706023",12.5,0
"872078",28.5,2.2
"6046362",4,0
"7596760",13,0
"6925787",12.5,2.66
"4956082",20,5.41
"3265127",6.5,1
"8147333",14.5,2.69
"7658509",4.5,0.8
"6908577",13.5,2.86
"8025433",6,1.95
"1234260",13,2
"1038846",7,1.55
"1544303",9,1.95
"191473",9.5,2.26
"3813119",8,0
"4022760",10,0
"4015796",12,2.56
"1856907",22,4.56
"102636",8,1.75
"1083109",16,0
"2898075",4.5,0.8
"8476736",5,1
"1117000",28.5,9.02
"5588254",15,4.7
"7990048",15,0
"6211342",10.5,0
"3302839",9,1.47
"1356632",24,7.7
"939799",11.5,2.46
"5788801",5.5,1.46
"6125766",43,0
"1810391",10,2.16
"6431895",15,2.5
"2370672",3,0
"4581683",4.5,1
"6851622",9,0
"1552904",28.5,0
"8598242",4,1.2
"4848053",10,2.16
"7645024",19,0
"7527036",8.5,1.96
"128333",25,0
"5664612",11,0
"2300890",8.5,1.55
"6559815",13,2.76
"3270922",9.5,1
"8641356",13,0
"2513929",10.5,0
"71029",11,0
"1433510",6,1
"5460387",5.5,0
"5904551",9.5,2.06
"783320",4.5,1.59
"2631273",7,2.5
"3460159",20,2
"1759099",10.5,0
"2056980",23,1
"2922326",11,2.36
"3034418",13.5,2.86
"4999743",5,0
"7609396",31,0
"4454249",11.5,3.2
"8663974",8,0
"5140133",5.5,0
"4275737",6,1.36
"1149117",7.5,0
"1552260",5.5,1.25
"520096",8,0
"8255672",22.5,0
"4966466",19.5,0
"5247839",10.5,2.95
"6834506",22,0
"353571",15.5,3
"4816661",52,10.56
"2291019",11.5,2.66
"95549",24.5,6.32
"6842288",15.5,1.6
"6724227",7,1
"2748828",8,0
"1800267",7,0.1
"2819255",6,1.36
"5407604",4.5,1.33
"7144767",7.5,1.65
"1226157",6,1.02
"1277650",9.5,2.58
"5472198",34.5,1.82
"7573952",8,1.86
"1430360",6.5,1
"3431316",8.5,2.06
"1789324",9.5,2.16
"2140611",6.5,1.46
"3418134",59.5,5
"5360517",28,5.55
"4620834",10,0
"2712000",5,0
"4079414",6.5,1.66
"6818108",5.5,3
"1552706",9.5,0
"2807985",5.5,0
"6397080",5.5,1.46
"2529320",3,0
"2482210",50,10.16
"1641310",9,1.94
"7471521",15.5,3.45
"6297890",12,1.5
"8381188",4.5,0
"1054630",7,0
"7546552",7,1.66
"3178486",18.5,4.95
"8049290",6.5,1
"7015434",16,0
"625572",10.5,0
"7607370",4,1
"6712354",24,4
"2098594",8.5,0
"522540",5.5,1
"7340321",6.5,1.1
"944279",16.5,1
"1634518",8,2.2
"8077889",23.5,0
"2451094",7.5,1.76
"6094075",7.5,1.86
"8264024",10.5,0
"4336019",18,4.95
"7840673",8,1
"2427872",27.5,3.5
"4254498",6,1.35
"5708345",18,4.7
"2442466",23.5,3.06
"7438573",5,0
"1356395",4,2
"6344416",20,0
"6676947",12,2.56
"6863440",9.5,2.06
"7837842",14.5,0
"4746170",11.5,0
"8502478",42.5,10
"5925342",5.5,1.25
"2039193",7.5,0
"4852082",10.5,2.25
"8613768",6.5,0
"5333176",5,0
"8376871",5,0
"8352052",14,3.16
"8306407",52,10.56
"4726914",21,0
"2837814",14,2.95
"7087748",4.5,0.6
"8152169",29,1
"7090396",5.5,0
"8375518",10.5,0
"7710364",7.5,2.08
"1418208",9,3.09
"7125806",5,0.87
"7503343",9,0
"3672475",3,1.1
"4657463",10.5,2.25
"2085329",10.5,2.36
"7420064",6.5,5
"8096079",7.5,1
"3570849",12,0
"1042847",13.5,0
"1868792",52,11.71
"934775",5,0
"4004459",8.5,1.86
"5604431",12,2.56
"5232082",5.5,1.35
"5515960",12,0
"8313510",5,1.45
"8153120",30.5,0
"4713511",3.5,0.95
"2110475",11.5,1
"6852851",28.5,0
"1543953",13.5,2.86
"8403262",7,1.66
"7296088",8,0
"6531663",16,3.45
"5210641",7,1
"8139770",8,0
"4295095",3,0
"1352455",15,4.2
"6690255",13,2.75
"3376821",4.5,0
"6171197",11.5,0
"396748",5,1.16
"2911627",13.5,2.86
"6263465",9,0
"7341360",16,5
"6707194",36.5,0
"5207208",52,14.64
"8160447",8.5,2.45
"5693978",5,1
"3082182",7,1.56
"3239480",16.5,0
"4322487",13,0
"6768730",5.5,0
"529071",6,0
"7049819",8,1
"4900699",8,1.76
"3130334",14,3
"817118",10,0
"8247952",7.5,1.65
"8310120",4.5,0.5
"3055851",15,2
"1648156",7,0
"8363519",12.5,2.86
"2702708",4.5,1.16
"231573",7,0
"7864540",12,2.66
"3870370",52,0
"4133668",5,0
"166210",22,4.55
"6669790",18.5,0
"1058092",17.5,1.93
"3793611",10,2
"7532980",47.5,0
"4452399",17,3.65
"7617625",12,2
"8326950",5,1.36
"6776865",10,1
"6996464",8,0
"6780962",11,0
"4909744",7,1
"3934736",5,1.15
"3429695",22,0
"1411853",5,1.26
"3151634",7.5,1.85
"699654",5.5,0
"8145084",8.5,1.96
"4024584",52.5,5
"8094076",8.5,2.94
"7522261",11.5,0
"3725001",9,0.02
"4670229",11.5,0
"1323850",7,1.5
"1660185",9.5,1.7
"398808",5.5,1.26
"3959602",18.5,0
"2433525",6,1
"6942671",6.5,1
"1195330",13.5,0
"4495594",52,11.71
"7772954",11.5,2.66
"1006127",20,0
"7482195",11,0
"3877152",9.5,0
"6727809",10,2
"5220866",10,0.01
"2395420",5.5,1
"3918075",37.5,7
"8162821",7.5,2.2
"3449305",7,1.75
"3602192",8,1.76
"2347145",6.5,0
"1382186",9.5,2
"4633134",9,1
"8432501",7.5,0
"1851941",5,1
"5969596",11.5,1
"2334017",15.5,3.45
"3596633",5.5,1
"6538271",37.5,0
"8021811",12,2.76
"4652647",12,2.5
"1257661",8,0
"6706474",6,0
"8585173",7.5,0
"7394971",11,1.5
"5536827",9.5,0
"1569192",12.5,3.95
"6900988",6,0
"997842",10.5,2.26
"2481302",6,0
"5113168",5,1.15
"5224985",5,1.85
"6207054",12,0
"6106073",14.5,1
"3994614",14.5,0
"6376121",19.5,3.2
"5673646",9,1.96
"3875116",7,0
"4152890",8.5,1.95
"5053200",10,0
"3670782",10,2.16
"7319624",17.5,0
"3259786",5,0.32
"5292719",9,0
"701727",7,0
"3004525",4.5,1.32
"7643818",27.5,0
"2598054",13,0
"2198683",9.5,0
"5108854",26.5,5.45
"461494",8,0
"6742398",3.5,0
"5096842",9.5,2.05
"7874154",7,1.55
"5452360",5.5,0
"1881363",6,1.36
"8633483",9,0
"1983982",52,12
"1763203",6,1.8
"6024811",20,4.15
"5529766",25.5,5
"1718116",26,6.82
"3855545",24,7.75
"659724",28,5.86
"4864620",17.5,4.38
"1151820",18.5,2.97
"2866447",4.5,0
"6618611",10,0
"3756361",31,0
"659368",8,1.86
"1094704",11,0
"6601710",5,0.5
"2466294",6.5,0
"7272487",32.5,0
"3968833",4.5,0
"273380",6.5,1
"7891672",5.5,1.25
"7455023",12,2.75
"8079506",10.5,3.05
"2161192",7,1
"1612871",7.5,1.66
"31089",6,0
"765139",20.5,2.13
"5571186",60,12.05
"4602797",6.5,0
"3886766",5,0
"8606437",14.5,3.06
"897335",4.5,0
"2633421",5.5,1.26
"4790459",36.5,6.46
"8082056",6.5,0
"3216516",12,2.66
"968751",3.5,0
"8078849",12.5,2.75
"8684480",29.5,6.15
"41235",6,1.36
"8123420",30,7.4
"2362537",6,1.45
"2795896",6.5,0
"7868743",13,2.85
"2964107",11,0
"4080955",5.5,1.46
"4116517",35.5,5.5
"7450743",7,0
"6689306",8.5,0
"7451104",13.5,0
"4304425",8,1.75
"4151242",11,2.45
"5762367",20.5,4.46
"4227610",9,1.95
"1399284",5.5,1.82
"8508588",6,1.36
"8374567",5.5,0
"2918112",33.5,8
"4152019",15.5,3.36
"2587733",5,0
"3412615",8,0
"8424634",6.5,0
"1718418",5,1.26
"79068",9,2.45
"8183000",6,0
"7592415",3,0.57
"4699324",4.5,1.15
"3417297",8,0
"3431917",8.5,0
"6894014",6.5,1
"1605483",23,0
"2060612",13.5,3.2
"2493365",5.5,0
"2967884",22,4.66
"5609207",5.5,1.25
"8617967",8.5,0
"474586",8.5,1.74
"6323768",27,5
"5902698",4,0
"8628736",3.5,0
"2756408",9.5,0.5
"3108083",6.5,1.8
"3726801",9.5,2.5
"7274588",5.5,1.36
"4471386",22,4.65
"6365933",7,1
"4883190",6.5,0
"3981521",14,2.96
"258100",13.5,2.96
"5767266",52,12.6
"2871287",5,1
"6709411",7,1.66
"7519997",5,1.26
"3918091",13.5,0
"6198559",10,2.82
"3265993",4.5,0
"5447560",5,0
"1513796",5.5,1.25
"4365968",3,0
"3049457",7,0
"6763153",32.5,0
"3335606",12,2.56
"7470244",4.5,0.94
"336795",18,4.82
"7612708",9.5,0
"5531564",4,1
"1339610",9.5,2.26
"665792",8.5,0
"3018808",22.5,0
"4009130",6.5,1.1
"2763673",18,2.9
"3676527",6,1.36
"3197347",31,7.61
"307137",4.5,1.45
"6946683",16.5,3.46
"6470855",35,9.05
"5839046",8.5,1.7
"8408418",6,1.46
"5654486",12,0
"3563877",10.5,2.26
"5957475",24.5,0
"2619437",13.5,0
"3915488",18.5,0
"3618906",11,0
"1741988",10.5,3.54
"6055040",14.5,3.26
"3289491",5.5,1.26
"1059367",8.5,2.06
"5919521",10.5,1
"2570609",4,1.2
"634631",21,4.46
"5962205",22.5,0
"3840245",5,0
"7077336",11,2.36
"2322859",6,1.5
"4482404",11.5,1
"2920348",13,0
"7780084",14.5,2
"7417477",7,0
"6658952",7.5,0
"3622275",13.5,2.86
"7879013",4.5,0
"7397858",13.5,0
"7154446",7.5,1.85
"1350885",9,1.5
"5823940",4.5,1
"4826289",6.5,1.46
"3322397",10.5,0
"6750809",13.5,2
"4120668",14.5,2.37
"7404845",17,1.78
"2798825",11,2.36
"1523612",13.5,2.85
"170858",33.5,8.01
"309190",23,4.85
"8433590",19.5,4.16
"5645021",6,0
"6808398",19,4.06
"5676519",52,0
"1712814",38,9.95
"4112841",21,5.58
"4785724",14.5,0
"275914",9,2.06
"5670982",7.5,1.66
"2135506",6,0
"313046",8,1.86
"6541857",94,30.17
"8078589",8,0
"7468848",11,2
"2860436",7.5,1.49
"4309941",52,7
"2349705",7,1.75
"1416310",8,1.86
"7746475",9.5,2.26
"2542943",6,0
"6871051",4.5,1.06
"5942864",15.5,2
"8612543",52,11.71
"3624447",6,2
"3042366",14.5,3.06
"1616610",8.5,0
"7891071",8.5,1.86
"1928367",12,2.55
"4136568",4,1.55
"725781",52,0
"7923417",6,1
"7898162",19.5,4.06
"4978483",6,0
"6659063",20,4.15
"7670346",8.5,1.86
"3367872",13.5,0
"4562844",7,1
"6265027",13.5,2.86
"893631",20.5,6.54
"5590739",20.5,4.25
"6919058",10.5,0
"4003042",6.5,1.46
"8049250",17,4.7
"176638",14,0
"41328",7.5,0
"2953889",11,0
"2840670",7,0
"3819268",9,2.05
"1594928",14,3.7
"5876574",17,0
"512782",2.5,0
"5113892",63.5,0
"7025698",13.5,3
"3989580",14,0
"617633",7.5,1.76
"8491853",9.5,0
"4193504",4.5,1.15
"5875547",9,0
"5010465",22,2
"7225293",35.5,9.2
"7944013",38.5,4.51
"513515",9,1.95
"7682080",33,5
"4309561",12.5,2.65
"4511769",5.5,0
"911494",6,1.45
"2476823",11,0
"1204317",5,1
"4730215",3.5,2
"1797047",10,2.26
"6720848",17,3.66
"8699285",11.5,2.56
"7693294",42,0
"8091624",35.5,0
"5658330",2.5,0
"781079",5,1.15
"3936524",17,4.45
"2056596",6,0
"2313597",17.5,0
"969336",10.5,3.35
"1177074",6,1.82
"3368799",20,0
"6016723",17.5,5.49
"662259",5,1.26
"1853302",4.5,1.06
"7273834",7.5,0
"3276305",9,0
"6343677",7.5,1
"447492",-2.5,0
"2496685",9,1.47
"8441511",40.5,0
"6249758",7.5,1.65
"4002014",22.5,0
"1404757",18,3.96
"6741274",8.5,2.45
"8247702",22.5,0
"2057854",8.5,1.95
"1135154",9.5,0
"909525",52,0
"1969816",4,1.16
"5983507",18.5,1
"8028632",12,0
"3969405",4,2
"6577289",17,4.45
"5982554",8,1.76
"2584387",22.5,0
"3899297",17,2.5
"8554269",9,0
"7276074",52,0
"11354",12.5,2
"3246410",8,0
"6114631",9.5,2.16
"3510711",4,1.3
"1549240",45.5,10.41
"6999914",9,2.06
"1047213",15.5,0
"5286984",8.5,1.86
"4511050",6,1.36
"3145013",9,2.16
"4408636",5.5,0
"2569778",11.5,2.58
"3465557",6.5,2.5
"3900223",9,2.45
"2809998",36.5,10.76
"3969901",9,1.95
"8393575",7.5,1.76
"4358216",4.5,0
"5710038",21,4.35
"4312950",19,2.2
"2370903",8,1.85
"7093613",7,0
"7564726",14.5,0
"6508982",14.5,3.15
"7644039",10,2.16
"447824",14.5,2.3
"5183823",13,2
"7589731",5,1.15
"5071882",6.5,1
"2745474",4.5,1.15
"5802268",7,2.08
"4542475",7.5,1.65
"7330218",8,1.76
"1839879",14.5,2.3
"799075",19,3.96
"1194090",4.5,1.05
"3985741",4.5,0
"7334106",4,1
"5994849",6,1.35
"1970629",8.5,2.55
"6904242",32,0
"2098403",5.5,1.7
"5524758",29,6.06
"4291300",14.5,3.05
"1433621",17,3.65
"6299133",4.5,0
"8085210",10,2.36
"7776692",6.5,0
"771201",8.5,1.86
"851476",28.5,7.1
"3101354",10,2.7
"6386624",39.5,0
"7179891",9.5,1.5
"5863916",12.5,2
"1698467",7,1.2
"3375747",19,4.95
"5750205",8.5,1
"7679103",25.5,5.26
"6006935",11.5,2.45
"3955500",7.5,1.25
"4529303",5.5,1.5
"8341500",7,0
"7728447",6,1.55
"535181",5,1
"6208611",15.5,0
"4797649",8.5,1
"2359254",14.5,2.37
"5109832",13,0
"3718997",4,1.16
"7599852",8.5,0
"8582058",8.5,1.4
"541850",15.5,3.26
"1438516",12,2.66
"1064730",7.5,2.32
"5608250",6.5,0
"5097503",7.5,0
"2658438",5.5,0
"7413635",5,0
"25577",5.5,1.35
"4304125",6.5,2.19
"1728562",13.5,0
"5038416",10.5,2.26
"5954871",63.5,5
"3197214",10,2.26
"743161",6,1.36
"7831528",12.5,1.5
"3622299",8,1.76
"788795",6.5,0
"214233",9,0
"8286144",6,0
"2573348",10,0
"5731783",15.5,2.5
"2189711",11.5,0
"703652",5.5,1.25
"4557153",6.5,0
"803362",12.5,3.32
"2120931",4,1.06
"581494",10,0
"1881113",9.5,0.01
"2293622",9,1
"6597792",9.5,2.06
"8461430",16,0
"4735607",16.5,3.56
"7922023",15.5,3.25
"7121571",52,0
"2027053",10.5,0
"2432030",7.5,0
"1305379",7,2.3
"7069727",8.5,1
"8379628",17.5,0
"3450495",6,1.56
"3392565",21.5,0
"7158877",3,0.95
"7963753",10,2.16
"338717",9.5,1
"8625665",14,0
"1543353",4.5,1
"687036",6,0
"115335",9.5,0
"3098629",11.5,3.08
"1063999",52,12.61
"5591387",5.5,1.26
"1116263",5.5,1
"295842",9,0
"1884796",19.5,0
"6935962",10,1
"8381759",4,0
"4640410",7,0
"670424",8,1.86
"692921",7,1
"53032",13.5,0.5
"5331806",10,2.16
"6880345",9,1.95
"6435073",8.5,0
"4315027",4.5,1.05
"8538560",9,0
"7512547",37,11.02
"4143310",52,14.64
"2369214",14.5,3.15
"5841650",10.5,2.36
"4236332",9,0
"6103050",11.5,0
"476255",27,0
"887818",29,6.06
"3125850",11,3.2
"1179465",4,1.32
"6692963",26,6.7
"4911686",8.5,1.86
"8312453",9,0
"4819438",9.5,0
"700150",9.5,1
"8455642",7.5,0
"19001",52,0
"3067392",52,0
"148718",6,1.36
"5347717",8.5,1.85
"6145720",10.5,2.95
"8068375",15.5,3.45
"6227211",10,0
"5339724",11.5,3.08
"4926699",13.5,1
"2016327",52,0
"1501287",6,1.36
"1373504",10,2.35
"3431139",9,2.7
"6382375",22,4.75
"4188844",10,2.26
"2324664",26.5,7
"1081407",5,1.36
"3428121",6.5,0
"356653",13.5,1
"673487",4.5,0
"1832216",10.5,2.25
"1636010",8.5,0.93
"7463555",10.5,0
"6800256",11,2.46
"3771800",8,1.95
"6697674",12,2.56
"3279748",20,0
"2114854",8.5,1.95
"6087002",13.5,3.06
"7030026",7.5,2.49
"5452620",7,2.2
"728445",12,2.56
"6887599",17.5,0
"8056258",11,2
"1945194",7.5,0
"2870854",20.5,4.25
"8187008",35.5,8.5
"1671152",46,10.7
"5724984",20.5,0
"1341947",9.5,0
"2399968",5.5,1.36
"8162398",11,2.45
"6544029",6,1.35
"2557541",7.5,1
"2814545",8,1.76
"4568240",7.5,1.66
"4804650",9.5,0
"1829099",6.5,1.46
"1687695",3,0
"7876202",4.5,1
"4156704",10.5,2.35
"4736751",11.5,0
"5001257",11.5,0
"3851187",32,7.81
"1823091",7.5,1.65
"2657671",15.5,3.36
"113859",11,2.35
"4327751",52,0
"6502695",6,1.46
"3199065",52,11.7
"118449",14.5,2.7
"5229093",10,2.26
"128878",9,0
"1394389",6.5,1
"16211",6,1.82
"141159",7.5,1.66
"5752574",5.5,0
"616273",36.5,0
"7458765",18,3.96
"6387920",10.5,1.5
"4808816",11.5,0
"2412676",34.5,8.3
"5859280",9,0
"3949567",7.5,1.66
"5063978",5.5,0
"1448898",9.5,2.16
"6675286",28,5.76
"4246718",16.5,3.46
"8096692",8,0
"2231031",13.5,0
"8186381",11,1
"8129855",6,0
"2663405",11,2.45
"1371976",6.5,1.66
"7545535",35.5,7.35
"6217630",37.5,11
"6155484",15.5,3.36
"2270408",37.5,8.8
"6027292",5.5,1.26
"7592402",10,2.16
"3535034",6.5,1.56
"8484485",12,0
"7693075",10.5,3.39
"4160057",10,2.25
"8066860",13,1.18
"2258797",7,1.55
"3519096",8.5,1
"6194069",10,2.25
"4661023",7,0
"3293452",5.5,1.26
"1018455",52,7
"1969644",52,14.32
"4218289",8.5,1.86
"5374639",5,0
"2040032",49,15.05
"1331744",6.5,1.1
"1695004",6.5,1.65
"4310165",6,0
"5215185",42,9.8
"8081016",9,1.08
"5148592",6.5,1.66
"4620669",6,0
"3811208",39.5,8.15
"8261185",10,0
"4731617",8,0
"2072711",4,0.7
"3283292",8.5,1.86
"4426585",8,0
"4038762",13.5,0
"195367",7,0
"1610134",14.5,0
"1711940",5.5,2.15
"3410947",6.5,0
"706733",11,2.35
"1123373",7.5,1.76
"7561128",38,0
"181061",13.5,4.55
"6382535",18.5,6.05
"4716228",18.5,3.96
"1159501",11,0
"6558261",16.5,0
"1533555",9,1.5
"8041589",13.5,3.05
"3212373",9.5,2.16
"7416829",7.5,0
"913889",8.5,1
"6202520",7,0
"6037868",5.5,1.46
"6798839",11,2.45
"4613659",9,0
"5782453",7.5,1.86
"8528366",5.5,0
"3785993",5.5,1.36
"7392544",52,12
"6747875",6.5,2.3
"3941720",14,1.2
"833845",13,2.95
"5985220",9.5,2.06
"5880014",10,0
"4027464",46,0
"1738824",4,0
"4634836",5,0
"1140909",17,3.66
"6538766",23.5,3
"4447673",32,0
"1748358",6.5,1.56
"6873373",16,0
"6653188",30,0
"4229765",5,1.16
"1386984",5,2
"7297470",7,1.95
"4313050",5,0
"6731028",10,1.7
"1531911",9.5,2.06
"5875339",8.5,1.95
"7995798",8.5,0
"6479079",19.5,5.2
"2805916",9.5,0
"1510655",20.5,0
"93748",8,0
"39795",13.5,2.86
"1552277",6.5,0
"7428282",9.5,3.35
"3625451",10,2.15
"2504938",7.5,1.66
"488653",12,2.56
"6101195",16,3.46
"4818291",7.5,1.66
"1651846",17,3.75
"190473",6,0
"2396222",10,1
"7472414",52,0
"8680512",20,5.3
"1201670",12.5,1
"1296101",15,0
"3691579",7,0
"2723134",12,0
"5565542",28,0
"5803547",30,7.4
"7764364",27.5,0
"4689828",9.5,0
"3317159",29,0
"7852812",9.5,1
"6355166",7.5,1.86
"7261278",5.5,0.4
"6276491",10.5,1
"4484725",19,5.08
"7232434",13.5,0
"1330747",7.5,0
"3871055",4.5,1.15
"4585739",9.5,0
"5564160",7.5,2.64
"6198519",14,3.06
"1594642",33.5,0
"5624182",10,1.5
"3202221",13,2.86
"6179994",8.5,1.96
"2832964",6.5,1.46
"6633196",5,1
"3315399",20.5,0
"4682725",7.5,2.2
"7191110",5.5,1
"6181756",19,0
"2829727",8,0
"6326833",7,1
"19021",8.5,2.9
"6884637",12.5,2.5
"219303",8.5,2.06
"7193829",52,0
"8469350",10.5,2.95
"869950",7.5,2.2
"7720127",26,5.56
"7232701",31,9.52
"7045999",18.5,1.93
"2576994",12.5,0
"4027080",5.5,1.8
"5110514",20,4.15
"4395386",13,0
"8504770",5,0.87
"446939",14,0
"2841266",26,0.8
"6917366",54,0
"4194016",4.5,1.16
"5839689",17,1.83
"3863260",8,2.32
"5768138",11,2.56
"6698150",5.5,1.01
"51117",14.5,3.06
"3542538",9,0
"2331405",3.5,1.05
"3028211",48,9.75
"2132632",8.5,1.95
"5308648",6.5,1.1
"2195784",7,1.55
"1543391",10,2.16
"8592784",5.5,0
"994676",8,2.2
"2831188",9.5,2.06
"7083403",11.5,3.69
"5305099",5.5,1
"638575",11,2.46
"1170989",13.5,3.7
"1581854",15.5,3.25
"1905131",13.5,2.14
"876055",16,0
"4513933",5.5,0
"8431772",7,0
"5374268",15,3.16
"319221",24.5,5.16
"7031579",5,1.16
"3476402",7.5,0.75
"6332284",6.5,0
"6387998",4.5,0
"7459294",7.5,1.86
"2784614",6,1.2
"8217294",9,1.96
"5683796",4,0
"87849",6.5,2.5
"5978263",5.5,1.25
"3542139",20,5.3
"5557660",18,4.8
"1020815",9.5,1.55
"3046806",10,2.15
"598003",9,0
"4964610",44,0
"6163736",8.5,1.95
"2822812",6,0.68
"2532619",12,3.8
"8267879",11,1
"7407669",10,0
"5121772",10,2.15
"4798609",8,0
"7332209",8,1.76
"5121790",4.5,0
"5792959",5,1.58
"1071330",5.5,1.45
"3331990",10,0
"275678",16,0
"6977078",4.5,1
"1671635",22.5,4.86
"3229411",18,0
"5485812",4,1.16
"8100883",13.5,2.95
"174806",8.5,1.86
"7369197",8.5,1.7
"4934185",10.5,1.77
"3144359",7.5,0
"7923047",10,2.7
"7246091",6.5,0
"7005175",28.5,7.1
"4125751",13.5,2.95
"7314361",7.5,0
"2265384",16,3.36
"5415817",7,1
"3083566",7,1.55
"798415",8.5,1.86
"5750048",9.5,0
"6844439",36,7.36
"8683157",9,2.05
"3406043",8.5,0
"2085937",11,1.23
"7494135",7.5,2.2
"7798063",15,3.26
"3146654",6.5,1.65
"2848296",12.5,3.3
"6565942",13,2.75
"8558555",10,0
"8117955",14.5,3.16
"7796344",8.5,0
"7658034",17.5,2.74
"3408124",8.5,0
"4203502",7,1.56
"4142718",5,1.58
"3133409",4.5,1.26
"4377895",4,1
"3762609",8,1.96
"8294539",6.5,1
"5541464",16,4.32
"3513770",6,1.82
"6652844",12,0
"7239059",20.5,3.27
"2825926",16.5,2
"3937330",12.5,0
"8439785",11.5,3.2
"1122505",13.5,2.95
"7836752",6,1.46
"896268",13,2.86
"2790899",8,1.75
"6178354",7,0
"2159335",14,0
"35308",28.5,5
"6789649",5.5,0
"4174590",7,1.5
"4005992",9.5,0
"4511186",6.5,1.45
"6498612",10,2.26
"2391858",66.5,13.56
"3150610",6.5,0
"3624561",40,8.16
"7382323",9,0
"774992",11,1
"3531846",17,0
"4283381",14,1.5
"4689453",14.5,2
"1520919",13.5,0.5
"7566787",25,3
"4446200",22,5.8
"5036120",6.5,0
"503646",10,2.16
"6853582",9,0
"7943162",4,0
"4643255",12,1.92
"7783453",7.5,1.85
"1966769",8,1.96
"5885794",5.5,0
"8654147",12,2.56
"5768658",9,1.5
"58425",13.5,2.86
"6305709",9,2.94
"4679417",6.5,1.17
"5843475",5.5,1.36
"8405150",10,1.5
"7594559",10.5,0
"1169795",5.5,0
"4745746",5.5,1.7
"6081190",7,1.76
"8215574",26,6.5
"3118823",5,0.9
"5785839",7.5,1.86
"2262634",7,0
"7729742",5,0
"1170537",58.5,9.35
"2803620",9,1.96
"7067575",18,5.64
"8600236",7,1.2
"5079692",6.5,1.45
"4075170",5,1.35
"8384199",5,0
"8527452",8,2.6
"4919952",6.5,2.19
"3345800",4.5,0
"4419286",23,0
"7077369",9,1.96
"354952",12.5,2.76
"1766936",7,1.66
"5913139",10.5,2.25
"3735650",5,0
"2351107",13,2.96
"1859298",21.5,4.46
"5738606",9,2.15
"2249446",20,0
"6040133",8,0
"1759111",7,0
"2672638",7.5,0
"6021483",10.5,0
"7113195",9,0
"730134",9,0
